user_id,name,email,phone,risk_score,account_creation_date,last_activity_date,fraud_history,kyc_verified,segment,typical_transaction_amount,typical_merchants,typical_locations
user_000257,Laura Price,hancockkaren@example.net,304-761-7357x43842,0.41,2024-03-21T20:04:08.269057,2025-04-18T13:42:44.667423,False,True,premium,15.96,"[269, 244, 0]","[157, 51, 33, 87, 183]"
user_000258,Jill Johnson,jstein@example.org,378-245-2182x30768,0.15,2021-11-07T06:51:14.741699,2025-04-18T13:42:00.641798,False,True,business,167.65,"[11, 75, 300]","[198, 28, 134]"
user_000259,Shelby Cook,garciakatie@example.net,309-643-5334x4857,0.02,2021-01-16T01:27:51.143600,2025-04-18T13:42:14.418213,False,False,business,43.71,"[482, 339, 202, 300, 51, 172, 154, 165, 69, 499]","[187, 111, 163]"
user_000260,Marcus Palmer,amydunn@example.com,(949)232-1495,0.31,2020-12-11T21:54:12.718097,2025-04-18T13:42:26.244135,False,True,premium,16.0,"[495, 287, 355, 455, 475, 314, 402, 182, 114, 340]","[96, 78, 187]"
user_000261,Ashley Brown,tmyers@example.net,001-979-454-5381,0.02,2020-10-05T01:19:13.917105,2025-04-18T13:42:46.141030,False,True,standard,134.01,"[485, 293, 200, 435, 394, 494, 290, 16, 93, 308]","[156, 56, 163, 144, 26]"
user_000262,Anne Collins,oruiz@example.org,+1-345-762-5577x017,0.03,2022-09-09T11:39:45.540379,2025-04-18T13:42:48.745976,False,True,standard,58.8,"[177, 163, 85, 325, 453, 493]","[181, 171]"
user_000263,Gregory Andrews,sullivanjennifer@example.org,981-848-7696x39382,0.05,2020-08-17T00:14:37.589828,2025-04-18T13:42:10.494289,False,True,student,90.51,"[135, 107, 127]","[89, 65]"
user_000264,Jessica Baird,amy32@example.net,+1-819-371-9975x81724,0.02,2023-04-15T21:53:53.265758,2025-04-18T13:42:39.130521,False,True,standard,110.8,"[224, 375, 214, 496, 85, 452, 211, 252, 451]","[89, 139, 96, 25, 122]"
user_000265,Sally Murphy,davislisa@example.net,001-602-627-8469x97335,0.13,2024-11-20T17:44:24.092332,2025-04-18T13:42:54.200589,False,True,premium,21.23,"[231, 37, 409, 433, 17]","[5, 81, 66, 26, 18]"
user_000266,Suzanne Mooney,carrwilliam@example.org,805-780-0851x4036,0.0,2023-11-09T05:06:04.093854,2025-04-18T13:42:22.361959,False,True,premium,190.41,"[38, 280, 482, 459, 47, 173, 304, 314, 457, 247]",[110]
user_000267,Daniel Thompson,jacobcruz@example.com,(824)922-0102x76212,0.06,2024-10-06T05:33:48.364781,2025-04-18T13:42:39.723431,False,True,student,79.44,"[27, 51, 169, 105, 498]","[104, 178, 141, 184]"
user_000268,Lisa Gibson,carnold@example.com,(732)269-0973x846,0.07,2025-03-09T19:42:51.552237,2025-04-18T13:42:32.088975,False,True,business,26.03,"[121, 49, 25, 201, 292, 281, 430]","[39, 13, 92, 0, 109]"
user_000269,Ashley Olson,thomasjessica@example.com,281.789.1371x894,0.08,2022-12-21T10:46:54.940173,2025-04-18T13:41:58.647004,False,True,student,28.94,"[49, 13, 105, 87, 326, 149]","[121, 29]"
user_000270,Taylor Berry,robert44@example.org,2946940792,0.04,2024-05-04T13:50:50.854311,2025-04-18T13:42:35.459020,False,True,student,45.92,"[135, 46, 328, 278, 198, 94, 189, 453, 195, 95]","[11, 67, 112, 119, 57]"
user_000271,Bradley Wagner,johnathan94@example.com,901-492-9275x243,0.08,2024-04-17T04:25:54.860632,2025-04-18T13:42:49.720866,False,True,premium,151.95,"[356, 341, 49, 43, 342, 176, 413, 277, 211, 497]","[141, 15, 99, 133]"
user_000272,Bradley Thomas,marymullins@example.com,001-863-972-3950x41027,0.23,2021-10-20T17:28:32.795133,2025-04-18T13:42:42.769033,False,True,student,53.29,"[451, 120, 243, 153, 40, 202, 462, 437, 365, 17]","[30, 193, 114]"
user_000273,Kim James,jwells@example.net,(704)676-5801x85694,0.01,2021-08-19T03:03:16.447340,2025-04-18T13:42:03.896607,False,False,premium,603.07,"[98, 64, 21, 216, 40, 349, 222, 103, 421, 321]","[152, 66, 81]"
user_000274,Jeanne Mejia,jessicachapman@example.org,752.558.0010x61817,0.11,2023-12-03T19:46:55.431346,2025-04-18T13:42:13.113766,False,True,standard,22.73,"[198, 284, 203, 282]","[70, 133, 117, 3, 179]"
user_000275,Manuel Brown,stephanielittle@example.net,619-626-9212,0.04,2022-08-19T03:01:07.380971,2025-04-18T13:42:54.170924,False,True,student,45.65,"[212, 76, 75, 290]","[27, 144]"
user_000276,Tammy Hill,qschwartz@example.com,921-340-6650x442,0.02,2022-10-03T08:29:30.995204,2025-04-18T13:42:53.715178,False,True,business,146.77,"[135, 196, 335, 248, 292, 311, 242, 19, 88]","[103, 36, 158, 155, 174]"
user_000277,Cassandra Vasquez,amberreynolds@example.net,+1-417-241-0119x4707,0.02,2024-12-17T00:31:42.747676,2025-04-18T13:42:37.876350,False,True,business,71.92,"[121, 25, 381, 243, 471, 137, 459, 190, 10, 172]","[79, 71, 125, 178, 175]"
user_000278,Michael Conway,robertsonshelby@example.com,766.618.3067x1985,0.14,2022-04-19T23:22:55.166670,2025-04-18T13:42:35.936352,False,True,premium,334.28,"[498, 380, 226, 396, 422, 164, 137]","[154, 165, 22, 48, 113]"
user_000279,Ann Nichols,christopher74@example.net,728.906.3461,0.16,2020-09-20T08:20:13.125613,2025-04-18T13:42:35.967476,False,True,student,30.59,"[264, 444, 191, 420, 28, 263, 405, 81, 33, 159]","[34, 199, 134, 145, 7]"
user_000280,Brenda Lee,tracybrown@example.net,+1-547-987-0050x5061,0.11,2024-12-30T03:55:24.535827,2025-04-18T13:42:50.212002,False,True,premium,61.22,"[127, 16, 233]",[92]
user_000281,Natalie Hall,johnsondonald@example.net,6793032020,0.12,2022-07-30T10:56:21.831276,2025-04-18T13:42:08.241363,False,True,student,81.56,"[203, 325, 472, 63, 348, 15, 123, 190, 250, 304]","[45, 121, 150, 141, 89]"
user_000282,Sabrina Rodriguez,nlarson@example.org,436-756-5198,0.07,2024-06-23T20:30:42.673077,2025-04-18T13:42:45.586100,False,True,business,19.46,"[425, 352, 46, 145, 14, 197, 25, 83, 437, 292]","[56, 165, 57, 173]"
user_000283,Leslie Rogers,hillkatherine@example.org,001-458-227-3902x196,0.16,2024-09-10T17:54:33.752680,2025-04-18T13:42:02.843356,False,True,standard,1058.93,"[495, 392, 349, 4, 242, 466, 67, 331, 88, 307]",[57]
user_000284,Timothy Mann,robert72@example.org,(448)976-3290,0.12,2023-05-11T02:19:30.575086,2025-04-18T13:42:03.281272,False,True,business,17.68,"[495, 363, 329, 140, 216, 458, 192, 436, 178, 235]","[55, 119, 77, 173, 133]"
user_000285,Elizabeth Barnes,jamesdowns@example.org,+1-958-983-7340x312,0.09,2021-03-06T08:58:38.776370,2025-04-18T13:42:38.208558,False,True,standard,162.56,"[261, 339, 494]","[143, 165, 152, 155, 72]"
user_000286,Matthew Mitchell,nking@example.com,3103822078,0.12,2024-10-08T23:09:44.107212,2025-04-18T13:42:41.284185,False,True,standard,8.46,"[141, 327, 166, 441, 133, 335, 364, 487]","[48, 38, 132, 195, 61]"
user_000287,Erika Gonzalez,jerry15@example.org,936-236-3179,0.06,2024-09-30T13:58:24.787442,2025-04-18T13:42:06.696476,False,True,student,11.45,"[163, 348, 71, 369, 13, 335, 254, 151, 132, 464]","[103, 99, 188, 9, 149]"
user_000288,Jordan Hughes,stephenlee@example.com,835-420-9042x177,0.07,2024-02-05T21:41:15.461105,2025-04-18T13:42:11.191214,False,True,premium,10.67,"[371, 365, 113, 351, 273, 326, 401, 243]","[129, 76, 43, 168, 142]"
user_000289,Christopher Norton,belindatran@example.org,268-873-9774,0.1,2023-12-23T18:45:07.530014,2025-04-18T13:42:12.799251,False,True,premium,93.02,"[132, 371, 413, 286, 390, 467, 93, 484, 348, 460]","[167, 22, 56, 90, 57]"
user_000290,Kevin Snow,robinvillanueva@example.com,3079806867,0.14,2022-10-09T20:39:54.800117,2025-04-18T13:42:02.985492,False,True,business,81.58,"[133, 299, 150, 237, 435, 60, 240, 27]","[120, 49]"
user_000291,Melissa Russell,davidphillips@example.net,907-942-7990,0.24,2024-02-26T21:31:05.884507,2025-04-18T13:42:50.451942,False,True,student,75.47,"[152, 211, 27, 445, 437, 77, 70, 102, 175, 209]","[36, 80, 183, 46, 199]"
user_000292,Richard Wood,apadilla@example.net,565-380-4649,0.07,2023-05-26T10:43:24.625068,2025-04-18T13:42:18.141680,False,True,premium,46.68,"[324, 29, 2, 231, 140, 107, 389, 396]","[147, 195, 40]"
user_000293,Kayla Kent,pamela16@example.com,590.355.2818x325,0.05,2023-07-17T15:29:25.267081,2025-04-18T13:42:42.242804,False,True,standard,17.19,"[314, 222, 324, 219, 206]","[122, 98, 1, 9, 136]"
user_000294,Shelby Warner,lukehurst@example.net,+1-664-901-5577x88178,0.04,2023-05-27T08:27:54.140392,2025-04-18T13:42:45.994232,False,True,standard,122.4,"[387, 426, 271, 97, 9, 346, 2, 320]","[57, 177, 88, 79]"
user_000295,Rhonda Everett,lopeznicole@example.org,462-941-1241,0.06,2021-01-18T05:03:57.142581,2025-04-18T13:42:10.255369,False,True,business,11.52,"[33, 421, 23, 152, 485]","[116, 186, 133, 152, 134]"
user_000296,Alison Butler,thomasfisher@example.net,+1-904-931-0385x6955,0.01,2022-08-02T18:49:02.451211,2025-04-18T13:42:32.035100,False,True,premium,6.72,"[461, 250, 183, 384, 96, 84, 485, 464]","[4, 58, 57, 186, 33]"
user_000297,Elizabeth Mccormick,toddarellano@example.org,(454)472-9284,0.14,2024-06-29T03:48:58.717342,2025-04-18T13:42:39.571556,False,True,premium,104.47,"[187, 364, 333, 405]",[96]
user_000298,Brittany Young,chaneyautumn@example.com,452-638-0552x578,0.17,2020-11-26T05:40:40.981239,2025-04-18T13:41:59.495512,False,True,standard,127.37,"[24, 338, 55, 334, 428, 10, 353, 59, 213, 227]","[31, 140, 64, 121, 179]"
user_000299,Patricia Gould,eric88@example.com,+1-347-649-2975x1702,0.04,2020-06-02T15:40:38.199054,2025-04-18T13:42:35.051320,False,True,standard,78.47,"[215, 338, 51, 339, 266, 138, 318]","[107, 26, 130]"
user_000300,Hunter Nguyen,brandywalker@example.com,901.787.1863,0.12,2023-04-24T21:12:56.050137,2025-04-18T13:42:28.693351,False,True,standard,39.37,"[54, 254, 101, 311, 102, 398, 134, 425, 267, 498]","[91, 180, 104, 75]"
user_000301,Melvin Sanders,xwood@example.org,855-847-8137x6742,0.01,2020-12-29T06:00:01.245323,2025-04-18T13:42:33.230804,False,True,premium,47.9,"[477, 246, 169, 120, 1, 6, 343, 45, 464, 56]","[38, 23, 199, 130, 19]"
user_000302,Daniel Wells,carl96@example.org,5644628792,0.29,2024-06-16T06:54:46.653518,2025-04-18T13:42:15.367790,False,True,business,30.3,"[118, 233, 151, 135, 237, 25, 51, 416, 89, 447]",[74]
user_000303,Rodney Turner MD,dhansen@example.org,4029447146,0.02,2024-10-30T08:34:25.645897,2025-04-18T13:42:36.687151,False,True,student,62.76,"[59, 48, 435, 388, 455, 23, 4, 436, 70, 339]","[84, 91, 112]"
user_000304,Phillip Snyder,georgemichael@example.com,001-664-471-5890,0.15,2023-03-16T14:08:05.013674,2025-04-18T13:42:06.768227,False,True,standard,6.68,"[417, 175, 93, 58, 205, 204, 492, 233]","[98, 176, 122, 107, 166]"
user_000305,Michael Howard,nelsonrobert@example.com,4447818321,0.05,2024-08-28T15:03:06.345587,2025-04-18T13:42:47.609320,False,True,premium,21.36,"[371, 30, 482, 432, 81, 53, 213, 466, 302, 247]","[46, 156, 97, 199, 91]"
user_000306,Elizabeth Jennings,cody95@example.org,3285457652,0.09,2021-01-25T14:52:21.204763,2025-04-18T13:42:11.266810,False,True,premium,71.99,"[471, 249, 57, 454, 210, 225, 23, 32, 133, 335]","[3, 180, 173, 134, 196]"
user_000307,Steven Austin,butlersabrina@example.org,(707)454-5279,0.07,2023-11-05T18:45:25.040682,2025-04-18T13:41:59.725572,False,True,premium,94.37,"[447, 173, 265, 267, 352, 358, 316, 48, 221, 338]","[123, 88, 169, 173]"
user_000308,Courtney Vincent,haileyparker@example.org,(516)311-0760,0.2,2020-06-17T06:10:53.356638,2025-04-18T13:42:37.587331,False,True,standard,52.94,"[329, 478, 80]","[126, 42, 19, 192, 125]"
user_000309,Julie Kerr,joneselizabeth@example.org,493-693-2501,0.05,2025-01-15T01:18:49.003147,2025-04-18T13:42:18.870193,False,True,business,34.85,"[259, 114, 281]","[103, 60, 20, 117, 113]"
user_000310,Jonathan Chandler,williamjones@example.net,001-408-933-4280x13875,0.21,2023-08-31T08:44:21.231546,2025-04-18T13:42:04.439470,False,True,student,18.6,"[161, 60, 254, 381, 334, 9, 52, 206, 211, 18]",[23]
user_000311,Vicki Coleman,rickjuarez@example.com,271-382-7548,0.08,2021-12-08T13:49:14.433327,2025-04-18T13:42:04.943357,False,False,business,25.24,"[287, 105, 335, 343, 233, 486, 174, 186, 422, 27]","[116, 84, 143, 196]"
user_000312,Kyle Collins,aperez@example.com,(431)875-2071x67811,0.09,2022-04-19T23:47:52.432227,2025-04-18T13:42:33.433434,False,True,business,149.18,"[231, 58, 49, 388, 337, 113, 1, 174, 181, 424]","[140, 133, 95, 179, 27]"
user_000313,Timothy Levine,coxjames@example.org,+1-961-836-7499x465,0.15,2025-03-26T18:52:22.855572,2025-04-18T13:42:28.684871,False,True,premium,96.01,"[380, 369, 209, 54, 130, 312, 100, 96, 61, 476]","[55, 117, 48, 183, 86]"
user_000314,Jesse Martinez,ocrawford@example.org,7104170269,0.05,2021-10-23T06:11:59.125492,2025-04-18T13:42:35.393957,False,True,standard,155.54,"[456, 230, 234, 337, 301, 489, 258, 68, 493, 255]",[135]
user_000315,Mary Meyer,msparks@example.com,+1-977-784-8588x00616,0.11,2024-07-23T21:22:21.939466,2025-04-18T13:42:24.553369,False,True,student,198.3,"[247, 473, 260, 399, 471, 466, 90, 354, 296, 88]","[26, 99, 168]"
user_000316,Christopher Hopkins,nicole27@example.com,(946)971-9788,0.01,2023-02-09T03:53:45.887727,2025-04-18T13:42:07.378657,False,True,student,15.21,"[311, 468, 354, 390, 127, 140, 203, 493, 175]","[115, 34, 35, 105, 154]"
user_000317,Dennis Garza,wjensen@example.com,700-790-2559x05616,0.18,2022-05-10T15:17:46.592529,2025-04-18T13:42:01.386955,False,True,business,11.56,"[280, 440, 160, 364, 377, 478, 283, 323, 111, 102]","[159, 182, 74, 175]"
user_000318,David Collins,lozanocameron@example.com,852-608-5076,0.05,2020-05-25T15:07:23.676525,2025-04-18T13:42:26.181994,False,True,premium,64.7,"[277, 355, 326, 165, 363, 59, 389, 180, 287, 245]","[172, 191, 136, 73, 108]"
user_000319,Eugene Hudson,ashley71@example.net,+1-535-678-5294x56371,0.13,2021-08-15T14:20:45.399298,2025-04-18T13:42:15.839216,False,True,standard,5.76,"[74, 27, 343, 28, 102, 136, 384, 402, 82]","[174, 64, 37, 15, 176]"
user_000320,Regina Weber,robbinsbelinda@example.net,741-598-7635x14846,0.21,2022-05-14T23:48:45.146392,2025-04-18T13:42:13.075888,False,True,standard,34.67,"[416, 231, 52, 315, 444, 345, 378, 287]","[190, 165, 143, 99]"
user_000321,Megan Kelley,burtonzachary@example.org,001-273-574-8969,0.04,2022-02-12T14:38:15.830706,2025-04-18T13:42:06.864621,False,True,business,231.69,"[340, 24, 474, 195, 198, 213, 489, 403, 499, 350]","[141, 13, 3, 190, 64]"
user_000322,Michael Evans,ejenkins@example.net,564.342.4936,0.13,2021-01-17T05:34:53.326511,2025-04-18T13:41:59.662251,False,True,student,107.77,"[466, 324, 360, 363, 331, 188]","[198, 185, 49, 75]"
user_000323,Emily Washington,chenderson@example.org,(942)204-4820,0.1,2020-07-28T09:50:38.716072,2025-04-18T13:42:51.790329,False,False,standard,42.41,"[492, 88, 376, 263, 61]","[10, 109, 71, 142, 67]"
user_000324,Edward Brown,qmosley@example.net,662-931-9818,0.19,2024-09-19T18:19:57.176749,2025-04-18T13:42:12.284611,False,True,business,45.2,"[169, 238, 363]","[10, 39, 82]"
user_000325,Robert Murphy,vshaffer@example.org,(732)312-3476x49078,0.01,2021-11-17T08:17:26.431985,2025-04-18T13:42:23.426879,False,True,business,22.86,"[404, 293, 281, 183, 37, 401, 362, 162, 269, 112]","[133, 17, 129]"
user_000326,Tracey Suarez,michaelbaldwin@example.com,7903034864,0.05,2022-12-21T05:24:35.577138,2025-04-18T13:42:12.182914,False,True,student,8.07,"[178, 113, 452, 109]","[84, 92, 75, 55, 192]"
user_000327,Adam Yu,kevin34@example.org,(875)760-4177,0.08,2023-11-19T11:05:03.885820,2025-04-18T13:42:50.605674,False,True,standard,29.86,"[342, 177, 228, 123]","[10, 174, 82, 97]"
user_000328,Samantha Hale,bellcarrie@example.net,001-357-300-2720x6345,0.02,2021-01-31T14:05:03.282066,2025-04-18T13:42:28.981953,False,True,student,20.71,"[276, 370, 144, 12, 466, 264, 420]","[131, 130, 114, 124, 11]"
user_000329,Sandra Hines,usparks@example.com,824.529.5431x6526,0.06,2020-05-26T05:41:25.422271,2025-04-18T13:41:59.378206,False,True,business,64.1,"[42, 485, 49, 85, 497, 489, 395, 275, 273, 3]","[53, 171]"
user_000330,Lisa Perez,mccannjames@example.net,(706)496-9421,0.04,2025-01-12T05:27:44.619746,2025-04-18T13:42:05.041031,False,True,student,220.83,"[105, 275, 424, 359]","[165, 18, 191, 175, 39]"
user_000331,Jessica Mora,fwilcox@example.org,533.544.7626,0.08,2025-04-09T19:39:51.820202,2025-04-18T13:42:14.978035,False,True,standard,87.53,"[37, 27, 91, 406]","[142, 18, 147, 58, 66]"
user_000332,Jennifer Ortiz,anthonycherry@example.org,+1-573-859-7107x256,0.08,2023-11-03T03:34:05.743010,2025-04-18T13:42:42.166246,False,True,student,41.1,"[161, 8, 199, 344, 60, 273, 3, 328, 368]","[193, 190]"
user_000333,Brandon Brown,sarah75@example.net,+1-490-604-8964x65280,0.02,2021-02-22T13:57:39.255871,2025-04-18T13:42:27.570390,False,True,standard,172.33,"[475, 257, 54, 148, 402, 351, 154, 310]","[72, 195]"
user_000334,John Davis,hthomas@example.com,6277456449,0.21,2022-06-23T04:25:39.312025,2025-04-18T13:42:07.899029,False,True,standard,115.26,"[80, 273, 112, 69, 382, 200, 407, 408, 434, 279]","[162, 36, 76, 173, 186]"
user_000335,Katherine Dodson,jbrown@example.org,920.274.2761,0.04,2022-07-03T16:11:39.124994,2025-04-18T13:42:57.329115,False,False,standard,336.83,"[447, 284, 72, 63, 21, 2, 293, 305, 201, 275]","[78, 53]"
user_000336,Judith Rodriguez,daviddavis@example.com,(428)849-9390,0.01,2024-11-24T05:31:19.289476,2025-04-18T13:42:12.769446,False,True,business,504.06,"[211, 463, 330, 435, 262, 72]","[47, 56, 157]"
user_000337,Mr. Gary Mitchell DVM,longbrittany@example.org,720-417-7749x05097,0.03,2021-05-09T08:52:19.164938,2025-04-18T13:42:00.920935,False,True,premium,38.32,"[409, 290, 436, 27, 435, 384, 477, 281, 236, 330]","[74, 171]"
user_000338,Erica Brown,paynecarrie@example.org,(342)636-1032x6642,0.01,2022-10-01T18:04:03.810804,2025-04-18T13:42:23.941505,False,True,student,185.78,"[182, 65, 343, 335, 120, 51, 145, 317]","[49, 81]"
user_000339,Emily Cohen,michaeldavis@example.com,437.876.7499x61659,0.05,2023-06-14T03:08:16.473363,2025-04-18T13:42:03.576848,False,True,business,234.98,"[299, 78, 289, 290, 186, 413, 161, 490, 219, 86]",[80]
user_000340,Valerie Rhodes,sarahrose@example.net,614.276.1742x24386,0.11,2023-01-19T14:20:11.003097,2025-04-18T13:42:53.038121,False,True,student,82.64,"[430, 184, 68, 347, 375, 169, 449]","[118, 114, 91, 198, 78]"
user_000341,Kayla Gutierrez,kguerrero@example.com,(349)818-0172x260,0.06,2024-09-05T12:03:03.130717,2025-04-18T13:42:15.858851,False,True,standard,144.95,"[439, 423, 71, 456, 275, 100, 134]","[186, 19]"
user_000342,Jordan Santiago,matthew23@example.org,394-216-8006,0.26,2021-02-25T23:52:13.698963,2025-04-18T13:42:26.627192,False,True,standard,73.9,"[296, 207, 393, 302, 108, 464, 18, 282, 133, 278]","[167, 198, 38, 93, 100]"
user_000343,Sheila Church,nturner@example.com,001-564-912-2031x030,0.1,2023-07-16T21:17:36.853917,2025-04-18T13:42:36.984390,False,True,business,18.16,"[237, 256, 261, 46, 203]","[128, 2, 169, 61, 157]"
user_000344,Mark Tyler,christophercarrillo@example.org,560.612.2777x0793,0.05,2023-02-22T06:22:11.758279,2025-04-18T13:42:48.030312,False,True,premium,25.56,"[81, 91, 289, 485, 337, 446, 495, 74, 376, 374]","[91, 10, 56, 194, 124]"
user_000345,Adam Mccoy,fpetty@example.net,001-998-540-7678,0.14,2023-11-13T19:24:14.662707,2025-04-18T13:42:29.698529,False,True,premium,153.1,"[342, 105, 265]","[99, 120, 116, 11, 10]"
user_000346,Ethan Brown,hsmall@example.com,+1-557-760-2437x573,0.1,2024-11-26T15:28:52.429974,2025-04-18T13:42:49.207227,False,True,business,16.9,"[134, 296, 278, 291, 89, 192, 334, 193, 187, 300]","[132, 64]"
user_000347,Julie Ware,rmoyer@example.net,001-957-329-3417x2232,0.15,2024-04-06T10:17:59.880567,2025-04-18T13:42:54.583282,False,True,student,109.4,"[418, 444, 176, 249, 405, 246, 454, 309]",[128]
user_000348,David Hawkins DVM,nicole52@example.org,701.256.1931x83745,0.07,2024-02-23T17:15:04.160693,2025-04-18T13:42:31.421341,False,True,premium,60.13,"[263, 329, 143, 108]","[47, 40, 92]"
user_000349,Sarah Russo,mccarthysara@example.com,511.799.1808x121,0.29,2021-01-30T03:27:51.201809,2025-04-18T13:42:15.527379,False,True,premium,20.27,"[415, 169, 368, 58, 246, 345, 245, 107, 302]","[165, 105, 5]"
user_000350,Jonathan Oconnor,mooremichael@example.org,437-360-3754,0.06,2021-08-17T04:03:42.922945,2025-04-18T13:42:40.911985,False,True,premium,265.99,"[322, 262, 20, 456, 293]","[14, 42, 66]"
user_000351,Mark Sanchez,icobb@example.com,(867)485-0720x81155,0.05,2022-06-20T01:46:59.550508,2025-04-18T13:42:21.595976,False,True,student,32.01,"[496, 288, 326, 9, 449, 368, 372, 338, 420, 145]","[55, 114]"
user_000352,Thomas Hernandez,levinetina@example.net,946.568.4550x48926,0.03,2024-09-25T06:28:18.518832,2025-04-18T13:42:35.461581,False,True,student,58.73,"[112, 425, 210, 307, 73]","[159, 168, 130]"
user_000353,Jessica Reed,trowe@example.org,3856628843,0.13,2022-11-26T10:26:29.313898,2025-04-18T13:42:43.422780,False,True,business,25.81,"[305, 302, 35, 117, 193, 197, 67, 55, 8, 103]","[38, 155, 24, 45, 121]"
user_000354,Alexis Hogan,john46@example.net,905-648-5101,0.12,2023-02-27T18:04:03.073399,2025-04-18T13:41:58.312804,False,True,standard,90.35,"[246, 337, 66, 461]",[198]
user_000355,David Reese,michaelmitchell@example.net,001-526-783-1589,0.1,2022-07-27T00:45:37.110063,2025-04-18T13:42:06.793195,False,True,student,18.72,"[447, 22, 357, 271, 219, 117, 480, 410]","[196, 97, 89, 150, 189]"
user_000356,Jason Davis,ebeasley@example.org,815.986.9886x497,0.06,2023-09-28T15:44:31.783883,2025-04-18T13:42:54.869202,False,True,standard,59.57,"[68, 130, 244, 392, 119, 465, 439, 42, 145]","[65, 48, 1, 181, 190]"
user_000357,Jennifer Martin,toddellis@example.net,381.737.7028x51961,0.03,2023-02-26T12:40:45.047695,2025-04-18T13:42:00.416929,False,True,standard,471.42,"[3, 192, 335, 105, 352, 411, 161, 209, 185, 54]","[109, 166, 149]"
user_000358,Jacob Ritter,kelly02@example.org,001-360-744-3270,0.1,2020-08-19T18:11:19.545059,2025-04-18T13:42:00.680948,False,True,student,70.2,"[187, 313, 141, 348, 203, 386, 104, 211, 282, 401]","[45, 94, 143, 142, 123]"
user_000359,Mr. Jesse Morgan,ualvarez@example.net,(828)877-7251,0.16,2021-06-17T13:14:14.654418,2025-04-18T13:42:21.723828,False,True,business,35.21,"[361, 203, 376, 70, 437, 442, 337, 60, 382, 117]","[179, 41, 25, 54, 130]"
user_000360,Tina Wu,debbie20@example.net,+1-548-918-1398x9098,0.13,2022-10-23T06:58:17.758431,2025-04-18T13:41:59.119844,False,True,standard,96.39,"[199, 493, 325, 2, 411]","[37, 120]"
user_000361,Kim Rivers,kristin39@example.com,789-856-9070,0.03,2021-03-14T00:21:55.413593,2025-04-18T13:41:59.443416,False,True,standard,16.64,"[113, 189, 40, 311, 19, 370, 196]","[157, 167, 133, 73, 182]"
user_000362,Janet Davis,weaverjustin@example.org,612-846-2095x200,0.12,2020-10-15T16:45:23.773764,2025-04-18T13:42:06.547633,False,True,premium,57.43,"[253, 224, 5, 103, 435, 336, 476, 411, 265, 146]","[8, 153, 130, 132]"
user_000363,Deanna David,williamsjohn@example.net,001-737-988-6140,0.14,2023-01-23T11:32:58.358574,2025-04-18T13:42:01.927493,False,True,standard,642.19,"[122, 335, 0, 499, 80, 44, 141, 399]","[90, 171, 101, 103, 150]"
user_000364,Mark Mcintyre,adamstabitha@example.net,538-424-9671,0.14,2022-03-01T02:26:09.447107,2025-04-18T13:42:57.118523,False,True,standard,4.37,"[281, 145, 371, 424]","[88, 70, 57, 155, 49]"
user_000365,Kimberly Henderson,dwilliams@example.net,620-207-4946x5398,0.02,2021-02-07T03:35:56.638329,2025-04-18T13:42:30.045357,False,True,standard,90.72,"[89, 208, 259, 54, 286, 37, 257]","[87, 29, 131, 65, 137]"
user_000366,Brandon Hale,jessicalutz@example.com,798.755.4743,0.05,2021-05-08T00:18:31.026130,2025-04-18T13:42:55.539561,False,True,student,3.04,"[288, 247, 394, 124, 387, 173, 492, 397, 234]","[150, 7, 123, 29, 66]"
user_000367,Thomas Anderson,lynchadam@example.org,+1-826-787-6811x80715,0.01,2022-03-25T15:44:59.496544,2025-04-18T13:42:48.348747,False,True,premium,93.7,"[359, 117, 409, 161, 211, 489, 180, 264, 274, 4]","[63, 73, 23, 102, 172]"
user_000368,Victoria Martinez,sharon70@example.org,001-604-953-1943x3750,0.14,2024-10-26T04:23:54.156343,2025-04-18T13:42:40.418080,False,True,premium,27.42,"[160, 181, 111, 457, 293, 137, 93, 484, 382, 349]","[127, 188, 51, 60]"
user_000369,Craig Nicholson,rrodriguez@example.net,672.583.9992x19212,0.36,2024-09-13T06:13:28.128019,2025-04-18T13:42:41.733932,False,True,premium,31.07,"[103, 427, 127, 428, 316, 182]","[199, 27, 30]"
user_000370,Ryan Johnson,erin70@example.com,+1-505-266-4187x7580,0.02,2021-09-07T22:23:14.379378,2025-04-18T13:42:23.203724,False,True,student,73.88,"[3, 391, 438, 277, 490, 21, 434, 246, 190, 317]","[126, 147, 70, 125, 46]"
user_000371,Aaron Lee,beardlindsey@example.net,361.233.2541,0.01,2022-09-11T21:16:06.051364,2025-04-18T13:42:46.483544,False,True,business,11.77,"[113, 384, 295, 65, 27, 269, 409, 216, 244]",[128]
user_000372,Lori Cook,john73@example.com,9583319971,0.07,2020-09-21T13:47:57.587176,2025-04-18T13:42:01.641217,False,True,premium,19.22,"[499, 61, 357, 265, 235, 161, 352, 4, 6, 345]","[97, 148, 25, 83]"
user_000373,Erik Abbott,pattonbryan@example.com,6498611080,0.19,2022-04-21T22:12:09.878384,2025-04-18T13:42:35.038119,False,True,premium,32.88,"[134, 121, 137, 241, 490, 313, 175, 187, 94, 255]","[53, 107, 179, 192, 95]"
user_000374,Sean Cobb,chavezsteven@example.com,+1-291-350-7859x311,0.08,2023-04-06T02:25:11.554317,2025-04-18T13:42:48.446768,False,True,student,131.45,"[292, 67, 294, 351, 117]","[184, 69]"
